GeneID	inverted	FS-FI	FS-FI.18	FS-FI.25	FS-FI.int	FS-MS	FS-MS.18	FS-MS.25	FS-MS.int	MS-FI	MS-FI.18	MS-FI.25	MS-FI.int	T18-25
tay	Std	0.991767548	0.561866032	0.551501636	0.308156047	0.551501636	0.2994189	0.21146713	0.049433252	0.901877919	0.644175358	0.508416877	0.329908364	2.54E-08
lsn	In3RP	0.687010613	0.456390296	0.921774168	0.459055813	0.921774168	0.718423063	0.043152615	0.149008585	0.066635192	0.270696655	0.056448601	0.465412454	0.856473925
app	Std	0.099879783	0.035858279	0.555879288	0.182778247	0.555879288	0.302260092	0.961793687	0.348463435	0.29206311	0.272560408	0.527019852	0.691674731	8.90E-06
bond	In3RP	0.000128864	3.20E-05	0.033637374	0.035676223	0.033637374	0.57976872	0.794723033	0.800305152	0.000645744	0.000195701	0.062009584	0.063295896	0.80071601
Rbp6	Std	0.232041018	0.087507547	0.740381074	0.276186582	0.740381074	0.006607061	0.737950963	0.048935235	0.521499633	0.27109439	0.996820462	0.367366918	1.10E-08
Rbp1	Std	0.445870477	0.516468564	0.057501635	0.029202402	0.057501635	0.185756212	0.396561849	0.060946617	0.28420941	0.491064381	0.28554067	0.743437599	0.001115315
Atg1	Std	0.339244504	0.07258515	0.793248634	0.073149471	0.793248634	0.177076383	0.693592053	0.129884621	0.717559666	0.646003082	0.894866	0.775230841	0.003928097
CG42586	Std	0.270563987	0.533380382	0.192270176	0.753218948	0.192270176	0.376542772	0.665392415	0.489229393	0.877012263	0.739467485	0.367578727	0.377159623	0.028015648
MCPH1	Std	0.130477404	0.022527038	0.871923549	0.062265035	0.871923549	0.118839153	0.782048527	0.111004572	0.464325739	0.44677266	0.661748277	0.777821482	0.857030622
Baldspot	Std	0.370710799	0.207604517	0.841393098	0.353713322	0.841393098	0.992891087	0.190099812	0.257280216	0.092318789	0.204875662	0.133775179	0.837004473	0.905454575
pic	Std	0.635891321	0.085824506	0.336990654	0.021821538	0.336990654	0.264546318	0.962217359	0.312046981	0.855889254	0.535116714	0.360473456	0.184285975	0.037414204
Vmat	Std	0.077372864	0.018417761	0.581685249	0.120078292	0.581685249	0.288884986	0.859758462	0.29011175	0.212170809	0.180659414	0.472702046	0.608996936	1.27E-05
CG42588	Std	0.150274213	0.066521208	0.604444032	0.248085073	0.604444032	0.84976354	0.718239791	0.880947274	0.079165102	0.044188842	0.384021448	0.317066032	0.007444695
Ubr3	Std	0.042503097	0.013289929	0.404968678	0.139403756	0.404968678	0.388845914	0.577258852	0.790266549	0.232504956	0.095723893	0.781191905	0.222611312	0.213454006
alc	Std	0.714003126	0.208213167	0.504803772	0.096549285	0.504803772	0.86987522	0.173132298	0.184595442	0.271733961	0.27258972	0.481405099	0.729086102	0.71580438
RfC4	Std	0.05436063	0.011781625	0.566509681	0.075231335	0.566509681	0.03733754	0.892284536	0.049987739	0.475357548	0.641220539	0.480552193	0.84245044	9.62E-11
mei-38	Std	0.020351046	0.003288769	0.429814277	0.045801428	0.429814277	0.195903148	0.686896026	0.13782921	0.075479938	0.082190762	0.238166197	0.606763006	0.008681204
vtd	Std	0.270496382	0.1153	0.823832364	0.2372817	0.823832364	0.30667169	0.793520394	0.508036876	0.747450351	0.571065446	0.968721309	0.598717744	1.62E-05
yata	Std	0.046543921	0.017047406	0.388396689	0.16965168	0.388396689	0.654562387	0.578245246	0.384044083	0.040377596	0.049191646	0.159553709	0.610636152	0.014135468
Incenp	Std	0.106371901	0.010769159	0.965115136	0.027889942	0.965115136	0.13211801	0.745183142	0.112535759	0.366906879	0.268191279	0.712170749	0.518526411	0.000564384
dpr21	Std	0.055763543	0.023525933	0.36787808	0.250315146	0.36787808	0.017153807	0.219784818	0.331343788	0.759721579	0.869405769	0.739591362	0.876026066	0.006865349
asl	Std	0.068829158	0.006304395	0.876318967	0.021232654	0.876318967	0.067011549	0.652168437	0.046474757	0.337356164	0.334656726	0.545566211	0.744398063	9.63E-08
TER94	Std	0.167346304	0.02835062	0.966703288	0.060350096	0.966703288	0.045853354	0.542627906	0.220981011	0.826371677	0.832811649	0.569808263	0.497973524	0.000337214
Pif1A	Std	0.785436872	0.270608416	0.504393359	0.126132685	0.504393359	0.403700384	0.372486233	0.135979716	0.761209689	0.786403443	0.820947435	0.968130709	0.000110084
clos	Std	0.353784356	0.462321843	0.432692557	0.963775525	0.432692557	0.255540456	0.271441833	0.976299286	0.657614541	0.684653749	0.749344336	0.940162724	0.502511414
moi	In3RP	0.31853876	0.80286329	0.154309708	0.332196784	0.154309708	0.9388232	0.654656291	0.759081133	0.196508738	0.744721963	0.068442306	0.207942969	1.22E-05
wol	Std	0.397792412	0.772504966	0.272019082	0.484078135	0.272019082	0.835805736	0.375642433	0.559311986	0.858319753	0.935808713	0.832237928	0.909387067	0.306808666
stj	Std	0.610121396	0.641166776	0.709447549	0.957187157	0.709447549	0.149777588	0.913085436	0.258916189	0.67061611	0.32133161	0.795669814	0.287243252	0.000211924
Dscam3	In3RP	0.599904588	0.341577917	0.931745994	0.371014103	0.931745994	0.014743654	0.095966544	0.497078091	0.046382492	0.118701035	0.085709439	0.857419432	0.074265813
Vps45	Std	0.890003257	0.966071701	0.78281286	0.785407085	0.78281286	0.896322025	0.410617807	0.558467531	0.663042784	0.862410152	0.585900394	0.752771083	0.00019212
Cad86C	Std	0.064305944	0.029854106	0.376388414	0.275227735	0.376388414	0.415768111	0.658455655	0.279344522	0.102461761	0.165363214	0.193948082	0.976091548	0.00120807
Rbsn-5	Std	0.112993156	0.015993777	0.913579683	0.039944174	0.913579683	0.021345726	0.844801809	0.05859476	0.991415209	0.917255213	0.930753098	0.868162771	0.012693625
Cpsf73	In3RP	0.259076671	0.55021629	0.015154786	0.00976284	0.015154786	0.439993431	0.568077612	0.243522699	0.206913931	0.858035637	0.05956854	0.138655573	1.64E-05
LSm1	Std	0.757305231	0.814346261	0.785599995	0.983214188	0.785599995	0.814141815	0.158777426	0.320275324	0.493237997	0.998399916	0.256933033	0.33234378	1.46E-05
LSm7	Std	0.514243821	0.745494178	0.455113622	0.718897938	0.455113622	0.449491912	0.449734571	0.990260288	0.783636582	0.662302656	0.991724196	0.709277154	0.604256748
Sytalpha	Std	0.537886991	0.280987954	0.933537778	0.309020266	0.933537778	0.041123686	0.01671495	0.722351536	0.035018176	0.309895097	0.015359982	0.195376375	0.403608557
Atg13	Std	0.523350327	0.480301726	0.735439426	0.746335584	0.735439426	0.747182993	0.30392856	0.541126173	0.850974254	0.70141181	0.489315498	0.351271485	0.33798738
mrn	Std	0.887464033	0.584659453	0.422471819	0.244607294	0.422471819	0.599415742	0.284071475	0.170236784	0.860473375	0.985388686	0.785843812	0.8273964	0.001316872
BHD	Std	0.193672468	0.208687096	0.382918392	0.725759525	0.382918392	0.194214104	0.141852654	0.887308585	0.68821064	0.957500459	0.547559855	0.632134906	0.622674403
APP-BP1	Std	0.055771561	0.035448343	0.308586737	0.312146548	0.308586737	0.241979901	0.987661749	0.307545934	0.232708621	0.335978818	0.319346938	0.986404265	4.50E-05
Xrp1	In3RP	0.088005629	0.023450244	0.614382468	0.116675898	0.614382468	0.956507513	0.040665344	0.081634888	0.003571869	0.020509028	0.011875703	0.853540249	0.004012577
Prp19	Std	0.225875503	0.007974084	0.439204826	0.003223863	0.439204826	0.036616238	0.626862821	0.025304772	0.844263406	0.544249604	0.773685645	0.437222027	0.000184863
Alh	Std	0.063543229	0.01552091	0.551554754	0.103508303	0.551554754	0.005469385	0.168937428	0.195306656	0.468227914	0.691076491	0.429741823	0.73082534	0.286209569
Hr39	Std	0.110779482	0.121659016	0.281643319	0.695405528	0.281643319	0.390942387	0.480804439	0.905158751	0.515375174	0.484270961	0.710683024	0.786037666	6.24E-09
Psa	Std	0.174570402	0.617860586	0.085946069	0.282090835	0.085946069	0.630692368	0.986564081	0.665274127	0.10251357	0.329006246	0.088640873	0.517255867	0.482482333
inaE	Std	0.064667723	0.058368826	0.253565994	0.50084623	0.253565994	0.581863612	0.333071874	0.715636328	0.347384237	0.173798864	0.86125397	0.301471823	0.018795899
rgn	Std	0.008460366	0.004896602	0.128561915	0.233322415	0.128561915	0.113421248	0.226076326	0.745930556	0.319951487	0.189525573	0.751925611	0.385771665	0.027929818
mgl	Std	0.777064725	0.348464917	0.16244801	0.045016037	0.16244801	0.236497136	0.037098243	0.005454046	0.77401936	0.802806519	0.47229289	0.400428715	0.000784225
plx	Std	0.236609534	0.124308555	0.689057039	0.321196464	0.689057039	0.087137681	0.838327247	0.188637378	0.992903017	0.854979284	0.844931138	0.742118015	0.000245121
CG42613	In3RP	0.05840034	0.00794795	0.653389831	0.056143743	0.653389831	0.002396842	0.56311649	0.001990818	0.718936593	0.658187321	0.309739872	0.205186088	0.000717361
zuc	Std	0.513734495	0.826776965	0.152762499	0.184881341	0.152762499	0.992622648	0.031008467	0.088937081	0.561315495	0.820299768	0.446577995	0.685951934	1.92E-12
Cul3	Std	0.741416678	0.337269304	0.136559848	0.035656783	0.136559848	0.27874473	0.510225694	0.707689474	0.460810439	0.044201922	0.399944249	0.014410449	2.91E-07
conv	Std	0.000437154	0.001062591	0.00768516	0.978464381	0.00768516	0.012590366	0.020627145	0.755274178	0.484941254	0.390059031	0.726022759	0.756510331	3.44E-11
SelD	Std	0.206243429	0.030198283	0.872804444	0.040780042	0.872804444	0.12618457	0.861589299	0.228413093	0.834212666	0.504871596	0.738323414	0.383625339	4.75E-17
Ero1L	Std	0.5957504	0.278069763	0.818656621	0.252048199	0.818656621	0.315491406	0.910930027	0.432431042	0.873884591	0.937216268	0.734615286	0.716605292	0.103759761
Opa1	Std	0.594911963	0.202103932	0.680913119	0.144369422	0.680913119	0.297383585	0.833715568	0.277426555	0.982188481	0.811307133	0.840151833	0.701792339	2.12E-10
grp	Std	0.088278193	0.009792812	0.87048875	0.033244703	0.87048875	0.092080399	0.777117716	0.088137821	0.390554514	0.337406176	0.65539707	0.65335011	0.064989292
lqfR	In3RP	0.016276613	0.005328762	0.252809683	0.133451284	0.252809683	0.061663001	0.175111938	0.644781219	0.634846216	0.321436723	0.827588312	0.293623313	0.063726359
SREBP	Std	0.199785088	0.025986576	0.868515185	0.037269385	0.868515185	0.195534944	0.912483028	0.221849942	0.573883566	0.330333459	0.955543506	0.370636362	0.949175011
bou	Std	0.136754938	0.057649376	0.592473834	0.231562549	0.592473834	0.872643029	0.789594392	0.922347439	0.221882256	0.081877772	0.791191416	0.202172329	0.038069204
Ppcs	In3RP	0.13679755	0.186973201	0.26267561	0.826592941	0.26267561	0.181462987	0.786284623	0.339488321	0.620163375	0.979664566	0.400115218	0.453859957	0.080591767
Mat89Ba	In3RP	0.319445969	0.48545711	0.022348645	0.010509758	0.022348645	0.062481599	0.582393132	0.036997755	0.072205816	0.233965261	0.077706266	0.60704884	0.002164522
verm	Std	0.215883331	0.158202301	0.518516144	0.545760555	0.518516144	0.061970446	0.299848987	0.516235003	0.576631952	0.608983662	0.684638059	0.946632503	0.065649675
Ccdc56	Std	0.972940932	0.357033684	0.323406934	0.099983248	0.323406934	0.246754791	0.442327262	0.096041918	0.775583956	0.803498935	0.827794677	0.975438709	0.48534446
CG42637	Std	0.195011849	0.163641413	0.465881778	0.55558242	0.465881778	0.242599632	0.028154446	0.355393199	0.001280136	0.012404902	0.004312319	0.731404599	0.493671639
CG42638	Std	0.629528051	0.112111183	0.426190896	0.040894182	0.426190896	0.560292719	0.046548909	0.02607454	0.174103139	0.309826745	0.22469331	0.852491931	0.000513439
PPO3	Std	0.593959875	0.589960086	0.7551447	0.784479284	0.7551447	0.099576667	0.221212581	0.530803232	0.205960964	0.243204988	0.372089552	0.724347065	0.044777717
CG33228	Std	0.385992234	0.194869764	0.921578981	0.287361609	0.921578981	0.480570001	0.867898866	0.446751593	0.234750176	0.048313507	0.946313399	0.073308887	0.472827218
mRpL37	Std	0.50099965	0.344541606	0.890947459	0.468732639	0.890947459	0.475194355	0.625829626	0.295788633	0.605821938	0.817956996	0.534713045	0.742759566	1.57E-14
mtTFB1	Std	0.959106931	0.818040826	0.753159443	0.636026298	0.753159443	0.399618985	0.390199703	0.989277246	0.323550019	0.284689947	0.584678711	0.645719609	0.294275475
IntS6	Std	0.006454333	0.000739177	0.304714816	0.028450732	0.304714816	0.148952201	0.756354996	0.125818434	0.038906921	0.038589081	0.185005983	0.494963935	0.001624731
scra	Std	0.25800865	0.015654757	0.53241089	0.008864237	0.53241089	0.276667256	0.396733924	0.095263487	0.324030676	0.166601625	0.821743652	0.310795734	0.048803378
CG17528	Std	0.064144345	0.022763188	0.457941268	0.169647025	0.457941268	0.207484791	0.263992809	0.041349078	0.077444308	0.288861975	0.066188341	0.486282957	0.000217669
alpha-Est5	Std	0.014129474	0.008971519	0.176150766	0.17979663	0.176150766	0.655075397	0.262998203	0.18543712	0.005619206	0.027943443	0.01618922	0.964243932	2.52E-16
Prosalpha3	Std	0.846607456	0.605756108	0.842020051	0.534291034	0.842020051	0.194319353	0.521289772	0.564547026	0.32037326	0.430091583	0.401011614	0.963733452	0.031247052
Rpn3	Std	0.044266924	0.002596945	0.83130272	0.013376784	0.83130272	0.006337922	0.645537671	0.043807668	0.964838601	0.748743606	0.804523521	0.621705473	1.60E-09
didum	Std	0.406837717	0.231653273	0.87364599	0.365939711	0.87364599	0.654104451	0.59329137	0.938845706	0.155713562	0.102787256	0.488397809	0.407060825	7.44E-05
sxc	Std	0.962932025	0.539118122	0.590901811	0.318054245	0.590901811	0.806663883	0.845096181	0.96612387	0.823940887	0.711032909	0.463764687	0.338457476	0.183611521
DhpD	Std	9.55E-05	1.16E-06	0.169726793	0.000677495	0.169726793	0.494376823	0.386716609	0.180471754	6.84E-05	1.31E-05	0.028266655	0.027526217	0.033877862
CSN8	Std	0.82315707	0.920266058	0.788415557	0.887667574	0.788415557	0.747458952	0.202623652	0.169214968	0.426461534	0.823212521	0.128018423	0.131168729	0.051204319
SdhA	Std	0.740707673	0.142750252	0.349701279	0.039274209	0.349701279	0.084872732	0.283295747	0.016842904	0.938627336	0.790073175	0.888878701	0.72420996	0.806694628
CG3638	Std	0.101080088	0.034879011	0.573994558	0.169811248	0.573994558	0.972531086	0.074430649	0.112483961	0.566266192	0.032225802	0.21496424	0.004091057	0.00081059
sgl	Std	0.093118414	0.029888131	0.573820329	0.152745904	0.573820329	0.096289405	0.451302109	0.419941682	0.83535838	0.595121789	0.847740845	0.529502444	0.425336598
CG13377	Std	0.759542011	0.943664209	0.670302268	0.753269816	0.670302268	0.302019584	0.646099949	0.631802965	0.547062809	0.332269877	0.971585031	0.428049965	0.001706819
hpo	Std	0.279873343	0.049700645	0.808098999	0.053658269	0.808098999	0.268430375	0.512327771	0.126990309	0.429425689	0.379240065	0.680371397	0.678758216	6.25E-06
capt	Std	0.013015536	0.00343861	0.257179441	0.101501431	0.257179441	0.003489001	0.308148853	0.083761129	0.940141205	0.994572664	0.907648571	0.924253411	3.91E-05
RhoGAP18B	Std	0.804511382	0.830887596	0.8478472	0.988751405	0.8478472	0.843551814	0.727972468	0.634326227	0.731714191	0.987515152	0.591902483	0.64478042	7.45E-17
slim	Std	0.605348625	0.948031032	0.43700917	0.5337327	0.43700917	0.168612934	0.64028169	0.42595241	0.538290624	0.188857002	0.756266123	0.159737383	2.73E-09
nero	Std	0.122283598	0.013364614	0.991638648	0.028465347	0.991638648	0.046697581	0.934840721	0.091715588	0.795806034	0.607113157	0.926879281	0.597974389	0.041523663
CG42656	Std	0.887986517	0.70587048	0.900117375	0.669259587	0.900117375	0.423235684	0.483689448	0.978091818	0.294381313	0.23892929	0.569222302	0.644891464	0.001353266
haf	Std	0.984666687	0.863588382	0.856741688	0.759969241	0.856741688	0.183091178	0.914561231	0.300230667	0.399250183	0.131125737	0.94389431	0.187723432	0.021740213
lic	Std	0.003182726	0.000307996	0.247985183	0.020367649	0.247985183	0.0065401	0.434860873	0.074858516	0.392445494	0.307490181	0.70631989	0.570820299	0.001430518
nbs	Std	0.152623889	0.024804452	0.961660568	0.052714346	0.961660568	0.289168451	0.37659848	0.093596915	0.189044399	0.221019712	0.352311281	0.790248505	3.38E-05
cdm	In3RP	0.907337027	0.321682941	0.421110626	0.121187363	0.421110626	0.039964825	0.270308599	0.38975018	0.069622361	0.272704175	0.059864278	0.481545106	0.000266576
l(2)34Fc	Std	0.054210708	0.006927753	0.559646244	0.095460636	0.559646244	0.028779519	0.48800673	0.017042145	0.259541746	0.581050755	0.209279593	0.480749806	6.52E-09
l(2)34Fd	Std	0.864916566	0.772607144	0.559434905	0.451694247	0.559434905	0.33636306	0.305165648	0.087270465	0.87911478	0.497511018	0.65674691	0.328982609	1.34E-08
CG42663	Std	0.072692967	0.029992434	0.423538226	0.24892569	0.423538226	0.73335669	0.261384552	0.199029433	0.024501572	0.065378185	0.061719479	0.915320344	6.14E-06
Exn	Std	0.787736343	0.707916262	0.946370395	0.790388323	0.946370395	0.627665539	0.869499305	0.781808947	0.898815595	0.911363124	0.922826938	0.99077691	0.000296579
rdgA	Std	0.225797885	0.832306342	0.082428147	0.173523885	0.082428147	0.07245523	0.910260585	0.100230108	0.028460473	0.045675005	0.105869209	0.752248413	0.000179318
CG42668	In3RP	0.143877103	0.19554359	0.268891294	0.867399417	0.268891294	0.336234589	0.025300628	0.250207108	0.605800689	0.735352192	0.240515624	0.189544064	0.020721227
ps	Std	0.357780868	0.131904772	0.996529996	0.194966487	0.996529996	0.132243603	0.713557975	0.106778848	0.819657228	0.999268756	0.711351096	0.744402225	2.77E-08
CG42671	Std	0.38837607	0.414227077	0.550702258	0.847508196	0.550702258	0.279637574	0.417841941	0.811508461	0.046946027	0.061069246	0.162501328	0.666914517	0.926122304
CG42672	Std	0.210827712	0.751719734	0.085143819	0.216734254	0.085143819	0.178751946	0.042677772	0.536250239	0.407065507	0.301028041	0.747855539	0.532859774	0.131190759
CG42673	Std	0.449881264	0.124221206	0.794813417	0.12700237	0.794813417	0.841791142	0.946901776	0.915255452	0.55362051	0.179831617	0.747210845	0.158532907	2.03E-07
CG42674	Std	0.046545668	0.085898461	0.11857452	0.888673377	0.11857452	0.189823146	0.302770137	0.804880001	0.557118844	0.674685608	0.58819165	0.914327623	0.100734769
Thor	Std	0.05321307	0.023513914	0.371145238	0.217071969	0.371145238	0.907922711	0.737839663	0.695753492	0.070709748	0.017687773	0.573793947	0.106161904	0.016032296
CG42676	Std	0.074062528	0.062454949	0.287813441	0.462451044	0.287813441	0.009887995	0.149162352	0.28354601	0.473795802	0.43203305	0.698043078	0.730171484	0.809861453
wb	Std	0.022738236	0.014017329	0.18531783	0.358040696	0.18531783	0.017551206	0.436383694	0.007268742	0.184654576	0.940515315	0.041410242	0.080186121	0.002018114
Reep1	Std	0.818741601	0.202922765	0.368274707	0.061668836	0.368274707	0.349104204	0.840498331	0.323901863	0.825500488	0.732032321	0.484754747	0.365719476	1.17E-12
Lmpt	Std	0.175099363	0.008638964	0.628993681	0.007168642	0.628993681	0.022532565	0.64439015	0.017632104	0.827489206	0.705282795	0.982671841	0.727920911	0.032111912
CG42684	Std	0.666795408	0.102222741	0.344135298	0.026956284	0.344135298	0.210423245	0.91139729	0.319491064	0.683571098	0.693623724	0.29099992	0.20887085	0.700478621
CoRest	Std	0.36518833	0.032840217	0.472300939	0.013859095	0.472300939	0.380050368	0.363265667	0.123145351	0.361747488	0.197374074	0.847144714	0.334171319	1.43E-07
kug	Std	0.612353285	0.132073515	0.490006287	0.058444219	0.490006287	0.423862347	0.963447055	0.462689868	0.334749339	0.023436888	0.46126817	0.009949444	0.382094672
tobi	Std	0.795933224	0.612677531	0.961115743	0.64805633	0.961115743	0.677859115	0.003373032	0.021186231	0.017741086	0.35858593	0.003791899	0.06173425	7.31E-13
CG42694	Std	0.008957838	0.055274924	0.01102395	0.914433252	0.01102395	0.578208215	0.613595769	0.849399284	0.001601521	0.015712172	0.003228386	0.781853565	1.56E-09
